Indicator,Country,2000_value,2000_notes,2000_source,2001_value,2001_notes,2001_source,2002_value,2002_notes,2002_source,2003_value,2003_notes,2003_source,2004_value,2004_notes,2004_source,2005_value,2005_notes,2005_source,2006_value,2006_notes,2006_source,2007_value,2007_notes,2007_source,2008_value,2008_notes,2008_source,2009_value,2009_notes,2009_source,2010_value,2010_notes,2010_source,2011_value,2011_notes,2011_source,2012_value,2012_notes,2012_source,2013_value,2013_notes,2013_source,2014_value,2014_notes,2014_source,2015_value,2015_notes,2015_source,2016_value,2016_notes,2016_source,2017_value,2017_notes,2017_source,2018_value,2018_notes,2018_source,2019_value,2019_notes,2019_source,data_country,data_year
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Trinidad and Tobago,161860,,Telecommunications Services of Trinidad and Tobago (TSTT).,256106,,Telecommunications Services of Trinidad and Tobago (TSTT).,262772,,Telecommunications Services of Trinidad and Tobago (TSTT).,336352,,Telecommunications Services of Trinidad and Tobago (TSTT).,651189,,Ministry of Public Administration and Information.,924100,,Ministry of Public Administration and Information.,1518800,,Ministry of Public Administration and Information.,1509800,Only one telecom provider.,Ministry of Public Administration and Information.,1806120,,Telecommunications Authority of Trinidad and Tobago,1846345,,Telecommunications Authority of Trinidad and Tobago,1894240,,Telecommunications Authority of Trinidad and Tobago (TATT),1826200,,Telecommunications Authority of Trinidad and Tobago (TATT),1883683,,Telecommunications Authority of Trinidad and Tobago (TATT),1943873,,Telecommunications Authority of Trinidad and Tobago (TATT),1980566,,Telecommunications Authority of Trinidad and Tobago (TATT),2123374,,Telecommunications Authority of Trinidad and Tobago (TATT),2165847,,Telecommunications Authority of Trinidad and Tobago,2030637,,Telecommunications Authority of Trinidad and Tobago,1972595,,Telecommunications Authority of Trinidad and Tobago,2163725,,Telecommunications Authority of Trinidad and Tobago,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Tunisia,119165,,,389208,,,574334,,,1917530,,,3735695,,,5680726,,,7339047,,,7842619,,Ministère des Technologies de la Communication.,8602164,,Ministère des Technologies de la Communication.,9797026,,Ministère des Technologies de la Communication,11114206,,Ministère des Technologies de l'Information et de la Communication,12387656,,Ministère des Technologies de l'Information et de la Communication,12843889,,Ministère des Technologies de l'Information et de la Communication,12712365,,Ministère des Technologies de l'Information et de la Communication,14283633,,Ministère des Technologies de la Communication et de l'Economie Numérique,14595875,,Instance Nationale des Télécommunications,14282078,,Instance Nationale des Télécommunications,14334080,,Instance Nationale des Télécommunications de Tunisie,14769594,,Instance Nationale des Télécommunications de Tunisie,14771048,,Instance Nationale des Télécommunications de Tunisie,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Turkey,16133405,,,19572897,,,23323118,,,27887535,,,34707549,,,43608965,,,52662700,,,61975807,,Information and Communication Technologies Authority.,65824110,,Information and Communication Technologies Authority.,62779554,,Information and Communication Technologies Authority.,61769635,,Information and Communication Technologies Authority (ICTA),65321745,,Information and Communication Technologies Authority (ICTA),67680547,,Information and Communication Technologies Authority (ICTA),69661108,,Information and Communication Technologies Authority (ICTA),71888416,,Information and Communication Technologies Authority (ICTA),73639261,,Information and Communication Technologies Authority (ICTA),75061699,,Information and Communication Technologies Authority (ICTA) of Turkey,77800170,,Information and Communication Technologies Authority (ICTA) of Turkey,80117999,,Information and Communication Technologies Authority (ICTA) of Turkey,80790877,,Information and Communication Technologies Authority (ICTA) of Turkey,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Turkmenistan,7500,,Ministry of Communications.,8173,,RCC.,8173,,Ministry of Communications.,9187,,Ministry of Communications.,50100,,Ministry of Communications.,105000,,ITU estimate.,216868,Based on MTS Annual Report.,ITU estimate.,381670,,RCC.,1135150,,RCC.,2132890,,Ministry of Communications,3197624,,Ministry of Communications,5300000,,ITU estimate.,5900000,,ITU estimate.,6125300,,ITU estimate.,7206100,,ITU estimate.,7842000,,ITU estimate.,8575000,,ITU estimate.,9377000,,ITU estimate.,,,,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Turks & Caicos Is.,,,,,,,9052,,,19361,,,25085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Tuvalu,0,,,0,,,0,,,0,,,500,,,1300,,,1600,,,1800,,Tuvalu Telecommunications Corporation.,,Natural disasters impacted the telecommunication network.,,1000,Natural disasters impacted the telecommunication network.,Tuvalu Telecommunications Corporation.,1600,,Tuvalu Telecommunications Corporation.,2130,,Tuvalu Telecommunications Corporation.,2800,,ITU estimate.,3400,,ITU estimate.,3800,,ITU estimate.,6600,,ITU estimate.,7600,,ITU estimate.,8000,,ITU estimate.,,,,,,,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Uganda,126913,,Uganda Communications Commission (UCC).,283520,,Uganda Communications Commission (UCC).,393310,,Uganda Communications Commission (UCC).,776169,,Uganda Communications Commission (UCC).,1165035,,Uganda Communications Commission (UCC).,1315300,,Uganda Communications Commission (UCC).,2008818,,Uganda Communications Commission (UCC).,4195278,,ITU estimate.,8554864,Dec.,Uganda Communications Commission (UCC).,9383734,Dec.,Uganda Communications Commission (UCC).,12828264,Dec.,Uganda Communications Commission,16696992,Dec.,Uganda Communications Commission,16356387,Dec,Uganda Communications Commission,18068648,December,Uganda Communications Commission,20365941,December,Uganda Communications Commission,20220273,December,Uganda Communications Commission,22838486,December,Uganda Communications Commission,24948878,December,Uganda Communications Commission,24472033,,Uganda Communications Commission,25395503,,Uganda Communications Commission,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Ukraine,818524,,,2224600,,,3692700,,,6498423,,,13735000,,,30013500,,,49076239,,State Administration of Communications.,55240400,,State Administration of Communications.,55681476,,State Administration of Communications,54942815,,State Administration of Communications,53928830,,State Service of Special Communications and Information Protection of Ukraine,55576481,,State Service of Special Communications and Information Protection of Ukraine,59343693,,State Service of Special Communications and Information Protection of Ukraine,62458800,,State Service of Special Communications and Information Protection of Ukraine,61170229,,State Service of Special Communications and Information Protection of Ukraine,60720073,,State Service of Special Communications and Information Protection of Ukraine,56717856,,State Service of the Special Communications and Information Protection of Ukraine,55714733,,State Service of the Special Communications and Information Protection of Ukraine,53933592,,State Service of the Special Communications and Information Protection of Ukraine,54842940,,State Service of the Special Communications and Information Protection of Ukraine,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,United Arab Emirates,1428115,,Emirates Telecommunications Corporation (ETISALAT).,1909303,,Emirates Telecommunications Corporation (ETISALAT).,2428071,,Emirates Telecommunications Corporation (ETISALAT).,2972331,,Emirates Telecommunications Corporation (ETISALAT).,3683117,,Emirates Telecommunications Corporation (ETISALAT).,4534143,,Emirates Telecommunications Corporation (ETISALAT).,5519293,,Telecommunications Regulatory Authority.,7731508,,Telecommunications Regulatory Authority.,9357735,,Telecommunications Regulatory Authority.,10671878,,Telecommunications Regulatory Authority.,10926019,,Telecommunications Regulatory Authority (TRA),11727401,,Telecommunications Regulatory Authority (TRA),13775252,,Telecommunications Regulatory Authority (TRA),16063547,,Telecommunications Regulatory Authority (TRA),16819024,,Telecommunications Regulatory Authority (TRA),17942560,,Telecommunications Regulatory Authority (TRA),19905093,,Telecommunications  Regulatory Authority,19826224,,Telecommunications  Regulatory Authority,20081015,,Telecommunications  Regulatory Authority,19602815,,Telecommunications  Regulatory Authority,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,United Kingdom,43452000,,Office of Communications (Ofcom).,46283000,,Office of Communications (Ofcom).,49228000,,Office of Communications (Ofcom).,54256221,,Office of Communications (Ofcom).,59687915,,Office of Communications (Ofcom).,65471665,,Office of Communications (Ofcom).,70077926,,Office of Communications (Ofcom).,73836210,September.,Office of Communications (Ofcom).,74940937,Break in comparability; from this year excl. dedicated mobile data subscriptions.,Office of Communications,76481053,,Office of Communications,76729827,,Office of Communications,77162298,,Office of Communications,78329355,,Office of Communications,78673978,,Office of Communications,78460684,,Office of Communications,79250793,,Office of Communications,78931386,,Ofcom,79099000,,Ofcom,79472000,,Ofcom,80967000,,Ofcom,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,United States,109478031,,Federal Communications Commission (FCC).,128500000,,Federal Communications Commission (FCC).,141800000,,Federal Communications Commission (FCC).,160637000,,Federal Communications Commission (FCC).,184819000,,Federal Communications Commission (FCC).,203700000,,Federal Communications Commission (FCC).,229600000,,Federal Communications Commission (FCC).,249300000,,Federal Communications Commission,261300000,,Federal Communications Commission,274283000,,Federal Communications Commission,285118000,,Federal Communications Commission,297404000,,Federal Communications Commission,304838000,,Federal Communications Commission,310698000,,Federal Communications Commission,355500000,Reported CTIA numbers.,Federal Communications Commission,382307000,UBS Investment Research Data as of 6/30/15 as reported in the FCC's Eighteenth Mobile Wireless Competition Report.,Federal Communications Commission,396000000,Source: CTIA.,Federal Communications Commission,400000000,Source: CTIA.,Federal Communications Commission,422000000,Source: CTIA.,Federal Communications Commission,442457000,Source: CTIA.,Federal Communications Commission,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Uruguay,410787,,,519991,,,513528,,,497530,,,599768,,,1154923,,,2330011,,,3004323,,Unidad Reguladora de Servicios de Comunicaciones.,3507816,Incl. dedicated data subscriptions.,Unidad Reguladora de Servicios de Comunicaciones.,4111560,Incl. dedicated data subscriptions.,URSEC,4437158,Incl. dedicated data subscriptions.,Unidad Reguladora de Servicios de Comunicaciones,4757425,Incl. dedicated data subscriptions.,Unidad Reguladora de Servicios de Comunicaciones,4995459,Incl. dedicated data subscriptions.,Unidad Reguladora de Servicios de Comunicaciones,5267947,Incl. dedicated data subscriptions.,Unidad Reguladora de Servicios de Comunicaciones,5497094,Incl. dedicated data subscriptions.,Unidad Reguladora de Servicios de Comunicaciones,5165474,Excl. subscriptions via data cards or USB modems,Unidad Reguladora de Servicios de Comunicaciones,5116736,Excl. subscriptions via data cards or USB modems (303;540).,Unidad Reguladora de Servicios de Comunicaciones,5097569,Excl. subscriptions via data cards or USB modems (293;581).,Unidad Reguladora de Servicios de Comunicaciones,5170624,Excl. subscriptions via data cards or USB modems.Includes M2M.,Unidad Reguladora de Servicios de Comunicaciones,4779787,,Unidad Reguladora de Servicios de Comunicaciones,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Uzbekistan,53128,,Communication and Information Agency of Uzbekistan.,128012,,Communication and Information Agency of Uzbekistan.,186900,,Communication and Information Agency of Uzbekistan.,320815,,Communication and Information Agency of Uzbekistan.,544100,,Communication and Information Agency of Uzbekistan.,720000,,Communication and Information Agency of Uzbekistan.,2530365,,ITU estimate on basis of MTS Annual Report.,5691458,,Communication and Information Agency of Uzbekistan.,12375274,,Communication and Information Agency of Uzbekistan.,16417914,,Communication and Information Agency of Uzbekistan.,20952000,,ITU estimate.,25441789,,Communication and Information Agency of Uzbekistan.,20274090,Decrease due to the closing of MTS.,State Committee for Communications; Informatization and Telecommunication Technologies,21500000,,ITU estimate.,21639200,,State Committee for Communications; Informatization and Telecommunication Technologies,21783300,,State Committee for Communications; Informatization and Telecommunication Technologies,23265389,,Ministry for Development of Information Technologies and Communications of the Republic of Uzbekistan,24265460,,Ministry for Development of Information Technologies and Communications of the Republic of Uzbekistan,23226156,,Ministry for Development of Information Technologies and Communications of the Republic of Uzbekistan,33380000,,Ministry for Development of Information Technologies and Communications of the Republic of Uzbekistan,,
Mobile-cellular telephone subscriptions;  by postpaid/prepaid,Vanuatu,365,,Telecom Vanuatu Limited.,350,,Telecom Vanuatu Limited.,4900,,Telecom Vanuatu Limited.,7800,,Telecom Vanuatu Limited.,10504,,Telecom Vanuatu Limited.,12692,,Telecom Vanuatu Limited.,15000,,ITU estimate.,26000,Refers to mid-year.,Pacific Economic Survey 2008.,36000,,ITU estimate.,131682,,Office of the Vanuatu Telecom Regulator,169935,,Office of the Vanuatu Telecom Regulator,136956,Active subscription redefined as use within 90 days or less.,Office of theTelecommunications & Radiocommunications Regulator,146084,Active subscription redefined as use within 90 days or less.,Telecommunications & Radiocommunications Regulator,127244,Active subscription redefined as use within 90 days or less.,Office of theTelecommunications & Radiocommunications Regulator,156051,,Office of theTelecommunications & Radiocommunications Regulator,174818,,Office of theTelecommunications & Radiocommunications Regulator,218603,Amended as prior value (192167) represents average monthly subscribers across the year. Above value represents the total as of end of December 2016 for usage in the 3 months before.,TRBR,228016,Average monthly subscription obtained from 2017 statistics framework,Telecommunications; Radiocommunications and Broadcasting Regulator,251428,Average monthly subscription,Telecommunications; Radiocommunications and Broadcasting Regulator,265219,Average monthly subscription,Telecommunications; Radiocommunications and Broadcasting Regulator,,
