ShortName,2000_note,2000_source,2000_value,2001_note,2001_source,2001_value,2002_note,2002_source,2002_value,2003_note,2003_source,2003_value,2004_note,2004_source,2004_value,2005_note,2005_source,2005_value,2006_note,2006_source,2006_value,2007_note,2007_source,2007_value,2008_note,2008_source,2008_value,2009_note,2009_source,2009_value,2010_note,2010_source,2010_value,2011_note,2011_source,2011_value,2012_note,2012_source,2012_value,2013_note,2013_source,2013_value,2014_note,2014_source,2014_value,2015_note,2015_source,2015_value,2016_note,2016_source,2016_value,2017_note,2017_source,2017_value,2018_note,2018_source,2018_value,2019_note,2019_source,2019_value,2020_note,2020_source,2020_value,data_country,data_year
Uruguay,,Administración Nacional de Telecomunicaciones (ANTEL).,10.54,,Administración Nacional de Telecomunicaciones (ANTEL).,11.12,,Administración Nacional de Telecomunicaciones (ANTEL).,11.42,,Administración Nacional de Telecomunicaciones (ANTEL).,15.94,,Administración Nacional de Telecomunicaciones (ANTEL).,17.06,,Administración Nacional de Telecomunicaciones (ANTEL).,20.09,,,29.40,Estimated based on Survey's results. Population age 6+.,ITU estimate.,34.00,Population age 6+.,Instituto Nacional de Estadística (INE).,39.30,Population age 6+.,Instituto Nacional de Estadística (INE).,41.80,Population age 6+.,Unidad Reguladora de Servicios de Comunicaciones,46.40,Population age 6+.,Instituto Nacional de Estadistica.,51.40,Population age 6+.,Instituto Nacional de Estadistica.,54.45,Population age 6+.,Instituto Nacional de Estadistica.,57.69,Population age 6+.,Instituto Nacional de Estadistica.,61.46,,,64.57,,ITU estimate.,66.40,,Instituto Nacional de Estadistica,70.32,,Instituto Nacional de Estadistica,74.38,,Instituto Nacional de Estadística,77.37,,,,,
Uzbekistan,,Communication and Information Agency of Uzbekistan.,0.48,,Communication and Information Agency of Uzbekistan.,0.60,,Communication and Information Agency of Uzbekistan.,1.08,,Communication and Information Agency of Uzbekistan.,1.91,,Communication and Information Agency of Uzbekistan.,2.59,,Communication and Information Agency of Uzbekistan.,3.34,,Communication and Information Agency of Uzbekistan.,6.39,,Communication and Information Agency of Uzbekistan.,7.49,,Communication and Information Agency of Uzbekistan.,9.08,,Communication and Information Agency of Uzbekistan.,11.90,,ITU estimate.,15.90,,Communication and Information Agency of Uzbekistan.,18.60,,ITU estimate.,23.60,,ITU estimate.,26.80,,ITU estimate.,35.50,,ITU estimate.,42.80,,ITU estimate.,46.79,,State Committee of the Republic of Uzbekistan on Statistics ,48.70,,State Committee of the Republic of Uzbekistan on Statistics ,55.20,,,,,,,,
Vanuatu,,Vanuatu National Statistics Office.,2.11,,,2.83,,,3.51,,,3.90,,,4.75,,,5.08,,,5.85,,ITU estimate.,6.80,,Vanuatu National Statistics Office.,7.27,,ITU estimate. ,7.50,,Office of the Vanuatu Telecom Regulator,8.00,,ITU estimate. ,9.20,,ITU estimate.,10.60,,ITU estimate.,11.30,,ITU estimate.,18.80,,ITU estimate.,22.35,,ITU estimate.,24.00,,ITU estimate.,25.72,,,,,,,,,,,
Venezuela,,Comisión Nacional de Telecomunicaciones (CONATEL).,3.36,,Comisión Nacional de Telecomunicaciones (CONATEL).,4.64,,Comisión Nacional de Telecomunicaciones (CONATEL).,4.91,,Comisión Nacional de Telecomunicaciones (CONATEL).,7.50,,Comisión Nacional de Telecomunicaciones (CONATEL).,8.40,,Comisión Nacional de Telecomunicaciones (CONATEL).,12.55,,Comisión Nacional de Telecomunicaciones (CONATEL).,15.22,,Comisión Nacional de Telecomunicaciones CONATEL,20.83,,Comisión Nacional de Telecomunicaciones CONATEL,25.88,Country estimate.,Comisión Nacional de Telecomunicaciones CONATEL,32.70,Country estimate.,Comisión Nacional de Telecomunicaciones,37.37,Preliminary. Country estimate.,Comisión Nacional de Telecomunicaciones,40.22,,Instituto Nacional de Estadística,49.05,,ITU estimate.,54.90,,ITU estimate.,57.00,NULL,ITU estimate.,64.00,,ITU estimate.,60.00,,ITU estimate.,64.31,,,,,,,,,,,
Viet Nam,,Vietnam Post & Telecommunications Corp. (VNPT).,0.25,,Vietnam Post & Telecommunications Corp. (VNPT).,1.27,,Vietnam Post & Telecommunications Corp. (VNPT).,1.85,,Vietnam Post & Telecommunications Corp. (VNPT).,3.78,,Ministry of Posts and Telematics (MPT).,7.64,,Ministry of Posts and Telematics (MPT).,12.74,,Ministry of Posts and Telematics (MPT).,17.25,,Business Monitor International Report.,20.76,,Ministry of Information and Communications,23.92,,VNNIC,26.55,,Ministry of Information and Communications,30.65,,Ministry of Information and Communications,35.07,,ITU estimate.,36.80,,ITU estimate.,38.50,,ITU estimate.,41.00,18+,ITU estimate.,45.00,18+,ITU estimate.,53.00,,Ministry of Information and Communications,58.14,,Ministry of Information and Communications,69.85,,Ministry of Information and Communications,68.70,,,,,
Virgin Islands (US),,Virgin Islands Telephone Corporation (Vitelco).,13.82,,Virgin Islands Telephone Corporation (Vitelco).,18.38,,Virgin Islands Telephone Corporation (Vitelco).,27.49,,ITU estimate.,27.43,,ITU estimate.,27.38,,ITU estimate.,27.34,,ITU estimate.,27.33,,Virgin Islands Telephone Corporation (Vitelco).,27.34,,ITU estimate.,27.36,,ITU estimate.,27.40,,ITU estimate.,31.22,,ITU estimate.,35.60,,ITU estimate.,40.55,,ITU estimate.,45.30,,ITU estimate.,50.07,,ITU estimate.,54.84,,ITU estimate.,59.61,,ITU estimate.,64.38,,,,,,,,,,,
Wallis and Futuna,,,4.77,,,5.09,,,5.42,,,5.74,,,6.06,,,6.70,,,7.33,,Service des postes et télécommunications,7.95,,ITU estimate.,8.22,,Service des Postes et Telecommunications,6.76,,Service des Postes et Telecommunications,8.16,,Service des Postes et Telecommunications,8.68,,ITU estimate.,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,Ministry of Communications.,0.08,,Ministry of Communications.,0.09,,Ministry of Communications.,0.52,,Ministry of Telecommunications and Information Technology.,0.60,,,0.88,,ITU estimate.,1.05,,Ministry of Telecommunications and Information Technology.,1.25,,Ministry of Telecommunications and Information Technology.,5.01,,Ministry of Telecommunications and Information Technology,6.89,,Ministry of Telecommunications and Information Technology,9.96,,Ministry of Telecommunications and Information Technology,12.35,,ITU estimate.,14.91,,ITU estimate.,17.45,,ITU estimate.,20.00,,ITU estimate.,22.55,,ITU estimate.,24.09,,ITU estimate.,24.58,,ITU estimate.,26.72,,,,,,,,,,,
Zambia,,Zambia Telecommunications Company Limited (Zamtel).,0.19,,Zambia Telecommunications Company Limited (Zamtel).,0.23,,Communications Authority.,0.48,,Communications Authority.,0.98,,Communications Authority.,2.01,,ITU estimate.,2.85,,Communications Authority.,4.16,,Communications Authority,4.87,,Communications Authority,5.55,,ITU estimate.,6.31,,ZICTA.,10.00,"The methodology used to estimated the figure for 2011 is based on Zambians in formal employment which stand slightly above 500, 000, schools and colleges connected to the internet as well as average number of Citizens that visit cyber cafes.  Nevertheless, this figure is not inclusive of mobile internet users as a survey is yet to be done.  ",ZICTA.,11.50,,ITU estimate.,13.47,,ITU estimate.,15.40,,ITU estimate.,19.00,,ITU estimate.,21.00,,ITU estimate.,25.51,,ITU estimate.,27.85,,Central Statistical Office,14.30,,,,,,,,
Zimbabwe,,"PTC, ZISPA, ITU estimate.",0.40,,"PTC, ZISPA, ITU estimate.",0.80,,ITU estimate.,1.10,,ITU estimate.,1.80,,ITU estimate.,2.10,,ITU estimate.,2.40,,ITU estimate.,2.40,,ITU estimate.,3.00,,ITU estimate.,3.50,,ITU estimate.,4.00,,ITU estimate.,6.40,,ITU estimate.,8.40,,ITU estimate.,12.00,,ITU estimate.,15.50,Population age 3+.,Zimbabwe National Statistics Agency (ZIMSTAT),16.36,,ITU estimate.,22.74,,ITU estimate.,23.12,,ITU estimate.,27.06,,,,,,,,,,,
