198,DG Systems & Services,,Country Data,Digital Government,UN e-Gov Dev Index,DG Institution,DG Strategy,Whole of Government,GovTech,GovTech Products and Services,"Finance Ministry web site, Public Finance data, and FMIS links",Financial Management Information System,Treasury Single Account,Tax Administration,Customs Administration,e-Filing,e-Payment,Digital Signature,Public Employment,HRMIS,Payroll System,e-Procurement,Public Debt,Public Investment Management Systems,Aid Mgmt Systems,Other Categories,Data Governance Maturity,"Data Governance Institution, Policy & Regulations","Government Cloud, Enterprise Architecture and Interoperability Platform", National CERT or CSIRT,National website for citizen participation,National website for citizen feedback / GRM,Government responsiveness,Legal System Type,Data Protection & Privacy Laws,Data Protection Agency,Right to Information Law,WDR Survey Results,WJP Rule of Law Index,Freedom in the World (2020),Freedom on the Net (2019),Is there an Open Government initiative?,Is there an Open Data portal?,Disruptive Technologies,PS Digital Skills & Innovation Strategy,Digital Skills & Innovation,PS Digital Skills & Innovation Institution,Open Source Policies adopted by the governments,ID4D,Government Effectiveness,Control of Corruption,CPI,GTMI > Expert opinion for weights,Core Gov Systems,Public Services,Citizen Engage,GovTech Enablers,I-1,I-2,I-3,I-4,I-5,I-6,I-7,I-8,I-9,I-10,I-11,I-12,I-13,I-14,I-15,I-16,I-17,I-18,I-19,I-20,I-21,I-22,I-23,I-24,I-25,I-26,I-27,I-28,I-29,I-30,I-31,I-32,I-33,I-34,I-35,I-36,I-37,I-38,I-39,I-40,I-41,I-42,I-43,I-44,I-45,I-46,I-47,I-48,GovTech Index,Comparison with UN,No weight,Comparison with weights,Standardized,Comparison with Indicators,No Weights,Comparison of weights,OECD DG 2019,GTMI > Correlation of indicators (without standardization),GTI > Factor analysis (without standardization),GTMI Raw Scores > ,GTMI Standardized Z-Scores> ,GTC > Correlation analysis with Standardized Scores,GTF > Factor analysis with Standardized Scores,data_country,data_year
Group,#,GTI-4,Level,e-Government,eGov'20,DG Org URL,DG St,WoG,GT,e-Gov,MoF URL,FMIS / TS,Treasury website,Tax Adm URL,Customs URL,e-Filing URL,ePayment,Digital Sign URL,Public Emp,HRMIS Abbr,Payroll Abbr,eProc System,Debt Org / URL,PIM Unit URL,AMP,Region,Grp,Inst,GCL,Cyber,Part,GRM,Perf,Legal System Type,DPL,DPA,RTI,Cl Pol,RoL Score,Status,Status,OGI,ODP,DT,DSI,DSI,PSI,OSS,Nat ID,GE,CoC,CPI,Code,CGSI,PSDI,CEI,GTEI,GCL,GEA,GSB,FMIS,TSA,Tax,Cust,HRM,Payr,e-GP,Debt,PIMS,OSS,eTII,DT,eOSI,eSrv,TaxS,eFil Srv,ePay Srv,CusS,ePart'20,OGI,ODP,Part,Petit,Publ,Anym,Resp,GRM,Serv,Acce,Perf,GT,DaG,DGSt,WoG,RTI,DPL,DPA,NatID,e-ID,dSign,Cyber,eHCI,DSSt,DSI,PSI,GT0,Code,GT0,GTE,GTCs,GovTech,eGDI,GTE,Score,Code,Code,Code,Code,Code,Code,GTI-4,GTI-4
C,69,-0.38,LIC,http://gouvernement.gov.gn/,183,http://www.gouvernement.gov.gn/index.php/le-gouvernement,3,0,0,-,http://www.finances.gov.gn,CBMS,http://www.finances.gov.gn/index.php/ministeres/ministere-de-leconomie-et-des-finances/directions-technique/direction-nationale-du-tresor-et-de-la-comptabilite,http://www.finances.gov.gn/index.php/direction-nationale-des-impots,http://www.douanesguinee.gov.gn,-,-,-,"105,756",HRMIS,HRMIS,MoEF Website,Ministry of Finance,https://mbudget.gov.gn/direction-nationale-du-budget/,,AFR,D,0,0,0,0,0,0,civil,0,0,2,-,0.42,2,-,0,1,0,0,0,0,0,1,0.34,0.32,29,GIN,0.40,0.30,0.10,0.27,-0.03,-0.08,-0.07,0.02,0.01,-0.46,0.02,-0.10,-0.14,-0.05,0.03,-0.01,-0.05,-0.08,-0.03,-0.09,-0.02,-0.21,-0.05,-0.10,-0.01,-0.06,-0.10,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,0.07,-0.04,-0.03,0.10,0.12,-0.09,-0.06,-0.17,-0.12,-0.12,-0.10,0.27,GIN,C,D,0.242,-,0.259,0.226,-,GIN,GIN,GIN,GIN,GIN,GIN,-0.38,-0.38
C,70,-0.30,LIC,http://www.governo.bissau.net/,186,https://arn.gw/,3,0,0,-,http://www.mef.gw/,SIGFIP,http://www.mef.gw/,http://www.mef.gw/,http://www.mef.gw/,-,-,-,"12,000",SIGRHAP,SIGRHAP,-,Ministry of Finance,http://www.mef.gw/,2010,AFR,D,0,0,0,0,0,0,civil,0,0,0,-,-,2,-,0,1,0,2,0,0,0,1,0.20,0.21,18,GNB,0.42,0.29,0.08,0.28,-0.03,-0.08,-0.07,0.02,0.01,-0.46,0.02,0.09,0.09,-0.09,0.03,-0.01,-0.05,-0.11,-0.03,-0.13,-0.02,-0.21,-0.05,-0.10,-0.01,-0.11,-0.10,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,-0.15,-0.04,-0.03,0.10,0.12,-0.09,-0.06,-0.11,0.13,-0.12,-0.10,0.27,GNB,C,D,0.232,-,0.232,0.212,-,GNB,GNB,GNB,GNB,GNB,GNB,-0.30,-0.30
C,71,-0.25,UMIC,http://parliament.gov.gy/,129,https://mopt.gov.gy/,3,1,0,-,http://www.finance.gov.gy,IFMAS,http://www.finance.gov.gy/about-us/organisation/ag,http://www.gra.gov.gy,http://www.gra.gov.gy,-,-,http://unpan1.un.org/intradoc/groups/public/documents/tasf/unpan024395.pdf,"40,000",HRMIS,HRMIS,e-Procure,Ministry of Finance,http://www.finance.gov.gy,,LCR,D,0,0,2,0,0,0,civil + common,0,0,2,-,0.50,3,-,0,0,0,2,1,0,1,1,0.42,0.48,40,GUY,0.57,0.46,0.03,0.51,-0.03,-0.08,-0.07,0.02,0.09,0.07,0.02,0.09,0.09,-0.05,0.03,-0.01,0.01,-0.06,-0.03,-0.02,-0.02,0.01,-0.02,-0.10,-0.01,-0.03,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,0.03,0.07,-0.04,-0.03,0.10,-0.54,-0.03,0.03,-0.02,0.13,0.10,-0.10,0.39,GUY,C,C,0.395,-,0.491,0.343,-,GUY,GUY,GUY,GUY,GUY,GUY,-0.25,-0.25
C,72,-0.28,LIC,http://primature.gouv.ht/,180,http://omrh.gouv.ht/egouvernance,3,0,0,-,http://www.mef.gouv.ht/,SYSDEP,http://www.mefhaiti.gouv.ht,http://www.dgi.gouv.ht,http://www.douane.gouv.ht,https://edeclaration.dgi.gouv.ht/edeclaration/,-,-,"80,100",-,SYSPAY,CNMP Website,Ministry of Economy and Finance,http://www.mef.gouv.ht/,2009,LCR,D,0,0,1,0,0,0,civil,0,0,0,0,-,2,-,1,1,0,2,0,0,0,1,0.10,0.23,18,HTI,0.49,0.37,0.17,0.31,-0.03,-0.08,-0.07,0.02,-0.07,0.07,0.02,-0.29,0.09,0.03,0.03,-0.01,-0.05,-0.10,-0.03,-0.09,-0.08,-0.21,0.00,-0.10,-0.01,-0.08,0.12,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,-0.15,-0.04,-0.03,0.10,0.12,-0.09,-0.02,-0.12,0.13,-0.12,-0.10,0.34,HTI,C,C,0.294,-,0.272,0.272,-,HTI,HTI,HTI,HTI,HTI,HTI,-0.28,-0.28
B,73,0.21,LMIC,http://www.presidencia.gob.hn,138,http://www.scgg.gob.hn/es/taxonomy/term/19,2,1,0,-,http://www.sefin.gob.hn,SIAFI,http://www.sefin.gob.hn/?page_id=2257,http://www.dei.gob.hn,http://www.dei.gob.hn,http://deienlinea.dei.gob.hn/,-,http://www.latribuna.hn/movil/2014/01/23/en-vigencia-ley-sobre-firmas-electronicas/,"145,891",SIAFI,SIAFI,Hondu Compras,Ministry of Finance,http://www.sefin.gob.hn/ciclo-de-inversion-publica/,2011,LCR,C,0,2,1,1,1,0,civil,2,2,2,0,0.40,2,-,1,2,0,2,0,2,0,1,0.38,0.34,26,HND,0.72,0.68,0.50,0.65,0.05,-0.08,-0.07,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,0.03,-0.05,-0.07,-0.03,-0.02,0.05,0.01,0.03,-0.10,-0.01,-0.02,0.12,0.01,0.11,0.12,-0.06,-0.04,-0.04,0.10,-0.05,-0.03,-0.02,-0.02,-0.06,-0.01,0.03,0.07,0.02,0.03,0.10,0.12,-0.03,-0.02,-0.05,0.13,-0.12,0.11,0.64,HND,B,B,0.578,-,0.449,0.617,-,HND,HND,HND,HND,HND,HND,0.21,0.21
B,74,0.54,HIC,http://www.gov.hk,-,https://www.ogcio.gov.hk/en/,2,1,1,1,http://www.fstb.gov.hk,GFMIS,http://www.try.gov.hk,http://www.ird.gov.hk,http://www.customs.gov.hk,http://www.gov.hk/en/residents/taxes/etax/,http://www.gov.hk/en/residents/onlineservices/ or http://www.try.gov.hk/internet/ehcoll_paym_pps.html,http://www.ogcio.gov.hk/en/regulation/eto/digital_cert/cert_user_journey/,"268,600",GovHRMS,e-Payroll,Gov Procurement,Monetary Authority HKMA,http://www.fstb.gov.hk,,EAP,A,2,2,2,1,1,0,common,2,2,0,-,0.76,2,-,0,2,1,2,1,2,2,1,0.85,0.83,76,HKG,0.75,1.00,0.33,0.85,0.05,0.34,0.09,0.02,-0.15,0.07,0.02,-0.10,0.09,0.03,0.03,-0.01,0.07,0.00,0.01,0.00,0.05,0.22,0.03,0.14,0.09,0.00,-0.10,0.01,0.11,-0.04,-0.06,-0.04,-0.04,0.10,-0.05,-0.03,-0.02,0.03,0.16,-0.01,0.03,-0.15,0.02,0.03,0.10,0.12,0.07,0.03,0.00,0.13,0.10,0.11,0.73,HKG,B,A,0.715,Yes,-,0.817,-,HKG,HKG,HKG,HKG,HKG,HKG,0.54,0.54
B,75,0.69,HIC,http://www.kormany.hu,52,http://www.kormany.hu/hu/nemzeti-fejlesztesi-miniszterium,3,1,1,1,http://www.kormany.hu/hu/nemzetgazdasagi-miniszterium,GFMIS,http://www.allamkincstar.gov.hu/,http://www.nav.gov.hu,http://www.nav.gov.hu,http://en.nav.gov.hu/e_services/E_returns_extra,http://www.epractice.eu/en/news/292523,http://nmhh.hu/tart/index/924/Elektronikus_alairas,"1,111,600",IHRMS,GFMIS,Procurement Authority Website,Hungarian Government Debt Management Agency,http://www.kormany.hu/hu/nemzetgazdasagi-miniszterium,,ECA,B,1,2,2,0,0,0,civil,2,2,2,-,0.53,2,3,0,2,1,2,1,2,2,1,0.60,0.50,44,HUN,0.77,0.77,0.21,0.92,0.05,-0.08,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,0.06,0.01,0.05,0.05,0.01,0.00,0.14,-0.01,0.03,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,0.05,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.07,0.13,0.10,0.11,0.67,HUN,B,B,0.665,Yes,0.775,0.661,-,HUN,HUN,HUN,HUN,HUN,HUN,0.69,0.69
B,76,0.72,HIC,http://www.government.is,12,https://www.government.is/ministries/ministry-of-industries-and-innovation/,3,2,0,-,http://www.ministryoffinance.is,HAMAR,http://www.fjarmalaraduneyti.is/greidsluafkoma/,https://www.rsk.is,http://www.tollur.is,https://secure.rsk.is/Thjonustusidur/Vefur/,https://island.is/,http://skilriki.is/#tab1,"57,900",OHRM,OHRM,RÍKISKAUP,Iceland National Debt Management Agency,http://www.ministryoffinance.is,,-,B,1,2,2,0,0,0,civil,2,2,2,-,-,3,3,0,2,2,2,1,2,0,1,0.80,0.84,78,ISL,0.80,0.77,0.21,0.92,0.05,0.20,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,0.14,0.05,0.06,0.05,0.01,0.00,0.14,-0.01,0.05,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,0.05,0.02,0.09,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.11,0.13,0.10,0.11,0.68,ISL,B,B,0.685,-,0.910,0.701,0.28,ISL,ISL,ISL,ISL,ISL,ISL,0.72,0.72
A,77,0.65,LMIC,http://india.gov.in,100,https://dot.gov.in/,3,1,1,1,http://www.finmin.nic.in,IFMIS,http://www.cga.nic.in,http://dor.gov.in,https://www.cbic.gov.in/,http://www.mca.gov.in/MinistryV2/companyformsdownload.html,https://onlineservices.tin.egov-nsdl.com/etaxnew/tdsnontds.jsp,http://www.mca.gov.in/MinistryV2/homepage.html,"18,006,600",HRMIS,HRMIS,CPPP,India Ministry of Finance,http://www.finmin.nic.in,,SAR,A,2,2,2,1,1,1,common,2,0,2,0,0.51,3,2,0,2,1,2,1,2,2,1,0.53,0.45,41,IND,0.84,0.78,0.68,0.87,0.05,0.34,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,-0.06,0.01,0.07,0.05,0.01,0.03,0.02,-0.01,0.07,-0.10,0.01,0.11,0.12,-0.06,-0.04,-0.04,0.10,0.13,0.20,0.12,0.03,0.16,0.02,0.03,0.07,0.02,-0.03,0.10,0.12,0.07,0.03,-0.04,0.13,0.10,0.11,0.79,IND,A,A,0.787,Yes,0.596,0.815,-,IND,IND,IND,IND,IND,IND,0.65,0.65
B,78,0.54,UMIC,http://www.indonesia.go.id,88,https://www.kominfo.go.id/,3,1,0,-,https://www.kemenkeu.go.id/en,SPAN,https://www.djkn.kemenkeu.go.id/,http://www.pajak.go.id,http://www.beacukai.go.id,https://efiling.pajak.go.id/index,-,http://www.bu.edu/bucflp/laws/law-no-11-concerning-electronic-information-and-transactions/,"3,542,000",IHRMIS,IHRMIS,LKPP Website,Directorate of Government Securities Management,https://www.kemenkeu.go.id/en,,EAP,C,2,0,2,1,1,0,civil,0,0,2,1,0.53,2,2,1,2,2,2,1,2,2,1,0.54,0.42,40,IDN,0.70,0.69,0.75,0.69,-0.03,-0.08,-0.07,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,0.01,0.05,0.03,0.05,0.01,0.03,-0.10,-0.01,0.04,0.12,0.01,0.11,-0.04,0.16,0.24,-0.04,0.10,0.13,0.20,-0.02,-0.02,0.16,0.02,0.03,0.07,-0.04,-0.03,0.10,0.12,-0.03,0.03,0.02,0.13,0.10,0.11,0.71,IDN,B,B,0.701,-,0.661,0.704,-,IDN,IDN,IDN,IDN,IDN,IDN,0.54,0.54
C,79,0.09,UMIC,http://www.president.ir,89,https://www.ict.gov.ir/en/home,3,0,0,-,http://www.mefa.gov.ir,IERP,http://www.mefa.gov.ir,http://www.intamedia.ir,http://www.irica.ir,-,-,http://www.rca.gov.ir/,"3,934,400",-,-,SETAD,"Ministry of Economic Affairs and Finance, Central Bank",http://www.mefa.gov.ir,,MNA,C,0,2,2,0,0,0,religious,0,0,2,1,0.43,1,1,0,2,0,2,0,0,0,1,0.39,0.29,26,IRN,0.58,0.47,0.19,0.51,0.05,0.20,0.09,0.02,0.09,0.07,0.02,-0.48,-0.60,-0.01,0.03,-0.01,-0.05,0.02,-0.03,0.01,0.05,0.01,-0.05,-0.10,-0.01,-0.02,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,0.07,-0.04,-0.03,0.10,0.12,0.02,0.03,0.03,0.13,-0.12,-0.10,0.44,IRN,C,C,0.438,-,0.659,0.446,-,IRN,IRN,IRN,IRN,IRN,IRN,0.09,0.09
D,80,-0.36,UMIC,https://gds.gov.iq/,143,http://mof.gov.iq/Pages/MainMof.aspx#,3,0,0,-,http://www.mof.gov.iq,IFMIS,http://www.mof.gov.iq/pages/ar/AccountingServices.aspx,http://tax.mof.gov.iq,http://customs.mof.gov.iq,-,-,http://goingglobaleastmeetswest.blogspot.com/2013/05/law-iraq-law-of-electronic-signature.html,"2,950,000",-,-,-,Ministry of Finance,http://www.mof.gov.iq,,MNA,D,0,0,2,0,0,0,civil + religious,1,0,0,0,-,1,-,0,0,0,0,0,0,0,1,0.23,0.23,20,IRQ,0.14,0.24,0.02,0.35,-0.03,-0.08,-0.07,-0.37,-0.07,-0.46,-0.27,-0.48,-0.60,-0.05,0.03,-0.01,-0.05,0.00,-0.03,-0.06,-0.02,-0.21,-0.05,-0.10,-0.10,-0.06,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,-0.15,-0.01,-0.03,0.10,0.12,-0.03,0.03,-0.10,-0.12,-0.12,-0.10,0.19,IRQ,D,D,0.194,-,0.436,0.186,-,IRQ,IRQ,IRQ,IRQ,IRQ,IRQ,-0.36,-0.36
B,81,-0.47,HIC,http://www.gov.ie,27,https://ogp.gov.ie/welcome-from-minister-of-state/,3,1,1,-,http://www.finance.gov.ie,FMIS,http://www.finance.gov.ie,http://www.revenue.ie,http://www.revenue.ie,http://www.revenue.ie/en/online/index.html,http://www.gov.ie/tag/pay-for-it/,http://www.ros.ie/PublisherServlet/info/setupnewcust,"403,300",HRSSC,HRSSC,eTenders,National Treasury Management Agency,https://www.gov.ie/en/organisation/department-of-public-expenditure-and-reform/,,-,B,2,1,2,0,0,0,common,2,2,2,-,-,3,-,1,2,1,1,1,2,0,0,0.76,0.79,74,IRL,0.61,0.77,0.30,0.85,0.01,-0.08,0.01,0.02,0.01,0.07,0.02,-0.10,-0.14,0.03,0.03,-0.01,-0.05,0.09,0.01,0.05,0.05,0.01,0.03,0.02,-0.01,0.07,0.12,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,0.16,0.02,0.03,0.07,0.02,0.03,-0.91,-0.54,0.07,0.03,0.11,0.01,0.10,0.11,0.63,IRL,B,B,0.638,Yes,0.843,0.642,0.41,IRL,IRL,IRL,IRL,IRL,IRL,-0.47,-0.47
A,82,0.65,HIC,http://www.gov.il,30,https://www.gov.il/he/departments/digital-gov,3,1,1,1,http://www.mof.gov.il,MERKAVA,http://www.ag.mof.gov.il/AccountantGeneral/AccountantGeneral_eng,http://taxes.gov.il,http://taxes.gov.il/customs,http://taxes.gov.il/Services/Pages/ShirutimKubiyot.aspx?sugShirut=Dochot,http://www.gov.il/firstgov/ecom/,http://www.justice.gov.il/MOJEng/Certification+Authorities+Registrar/,"825,200",MERKAVA > HRM,MERKAVA > HRM,Procurement Portal,Israeli Ministry of Finance Debt Office,http://www.mof.gov.il,,MNA,B,2,2,2,1,1,1,common,2,2,2,0,-,3,-,1,2,1,1,1,2,2,1,0.77,0.66,60,ISR,0.83,0.84,0.67,0.88,0.05,-0.08,0.01,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.10,0.01,0.05,0.05,0.01,0.03,0.14,-0.01,0.03,0.12,0.01,0.11,0.12,0.16,-0.04,-0.04,0.10,-0.05,-0.03,0.12,0.03,0.16,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.02,0.03,0.08,0.01,0.10,0.11,0.81,ISR,A,A,0.791,Yes,0.836,0.809,0.60,ISR,ISR,ISR,ISR,ISR,ISR,0.65,0.65
A,83,0.77,HIC,http://www.governo.it,37,http://www.agid.gov.it/,3,1,1,1,http://www.mef.gov.it,SIOPE,https://www.bancaditalia.it/compiti/tesoreria/,http://www.agenziaentrate.gov.it/wps/portal/entrate/home,http://www.agenziadoganemonopoli.gov.it,http://www.agenziaentrate.gov.it/wps/content/Nsilib/Nsi/Home/Servizi+online/Servizi+fiscali/,https://www.pagopa.gov.it/,https://www.postacertificata.gov.it/home/index.dot,"3,362,000",SICO,SICO,MEPA,Italian Treasury - Public Debt Directorate,http://www.programmazioneeconomica.gov.it/sistema-mipcup/che-cose/,,-,A,2,2,2,1,1,0,civil,2,2,2,-,0.66,3,3,1,2,1,2,1,2,3,1,0.59,0.55,53,ITA,0.87,0.84,0.91,0.96,0.05,-0.08,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.13,0.08,0.01,0.07,0.05,0.01,0.03,0.14,-0.01,0.06,0.12,0.01,0.11,0.12,0.16,0.24,0.18,0.10,0.13,0.20,-0.02,0.03,0.16,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.06,0.13,0.10,0.11,0.90,ITA,A,A,0.883,Yes,0.823,0.860,0.53,ITA,ITA,ITA,ITA,ITA,ITA,0.77,0.77
B,84,0.40,UMIC,http://www.cabinet.gov.jm,114,https://www.mset.gov.jm/,2,0,1,1,http://www.mof.gov.jm,FMIS,http://www.mof.gov.jm,http://www.jamaicatax.gov.jm/,http://www.jacustoms.gov.jm,http://www.jamaicatax-online.gov.jm/,http://www.jamaicatax.gov.jm/index.php/2012-05-11-17-48-08/2012-05-11-17-49-42,http://moj.gov.jm/laws/electronic-transactions-act,"120,000",HCMES,HCMES,Procurement Notice Board,Ministry of Finance,https://mof.gov.jm/pimsec.html,,LCR,C,0,1,2,1,1,0,common,2,0,2,-,0.57,3,-,1,2,0,2,1,2,0,1,0.60,0.49,43,JAM,0.60,0.74,0.41,0.66,0.01,-0.08,-0.07,0.02,0.01,0.07,0.02,0.09,0.09,-0.01,0.03,0.00,-0.05,-0.01,-0.03,-0.04,-0.02,0.01,0.03,0.14,-0.01,-0.05,0.12,0.01,0.11,-0.04,-0.06,-0.04,-0.04,0.10,-0.05,-0.03,-0.02,0.03,-0.06,-0.01,-0.03,0.07,0.02,-0.03,0.10,0.12,-0.03,0.03,0.01,0.13,0.10,0.11,0.60,JAM,B,B,0.562,Yes,0.539,0.586,-,JAM,JAM,JAM,JAM,JAM,JAM,0.40,0.40
A,85,0.81,HIC,https://www.japan.go.jp/,14,http://www.soumu.go.jp/english/,3,2,1,1,http://www.mof.go.jp,ADAMS,http://www.mof.go.jp/exchequer/index.html,http://www.nta.go.jp,http://www.customs.go.jp,http://www.e-tax.nta.go.jp/,https://www.boj.or.jp/en/announcements/release_2001/un0111a.htm/,https://www.gpki.go.jp/,"6,099,000",HRPS,HRPS,JACIC,Ministry of Finance,https://www.mof.go.jp/budget/topics/portalsite.htm,,EAP,A,2,2,2,1,1,0,civil,2,2,2,-,0.78,3,3,0,2,2,2,1,2,2,1,0.82,0.80,73,JPN,0.73,0.99,0.54,1.00,0.05,-0.08,-0.07,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,0.12,0.05,0.09,0.05,0.22,0.03,0.14,0.09,0.10,-0.10,0.01,0.11,0.12,-0.06,0.24,-0.04,0.10,-0.05,-0.03,-0.02,0.03,0.16,0.02,0.09,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.07,0.13,0.10,0.11,0.81,JPN,A,A,0.825,Yes,0.899,0.839,0.65,JPN,JPN,JPN,JPN,JPN,JPN,0.81,0.81
B,86,0.46,UMIC,http://www.jordan.gov.jo,117,http://www.moict.gov.jo/,3,1,0,-,http://www.mof.gov.jo,GFMIS,http://www.mof.gov.jo/en-us/abouttheministry/theministry%E2%80%99sdirectorates/thepublictreasurydirectorate.aspx,http://www.istd.gov.jo,http://www.customs.gov.jo,https://etax.istd.gov.jo/Login.aspx,http://ptp.mof.gov.jo/PTPCustLoginPage.aspx,http://www.mit.gov.jo,"300,500",GHRMIS,GHRMIS,-,Jordanian Central bank,https://www.mop.gov.jo/DetailsPage/UnitsDetails.aspx?ID=26,2017,MNA,B,2,0,2,1,1,1,civil + religious,1,0,2,1,0.57,2,2,1,1,0,1,1,2,1,1,0.52,0.53,48,JOR,0.62,0.81,0.87,0.69,-0.03,-0.08,0.01,0.02,0.09,0.07,0.02,0.09,0.09,-0.01,0.03,-0.01,0.01,0.00,-0.03,-0.05,0.05,0.01,0.03,0.14,-0.01,-0.05,0.12,-0.01,0.11,0.12,0.16,0.24,0.18,0.10,0.13,0.20,0.12,-0.02,0.16,0.02,0.03,0.07,-0.01,-0.03,0.10,0.12,-0.03,0.03,0.00,0.01,0.10,0.11,0.75,JOR,B,B,0.705,-,0.531,0.649,-,JOR,JOR,JOR,JOR,JOR,JOR,0.46,0.46
B,87,0.51,UMIC,http://www.government.kz,29,http://adilet.zan.kz/kaz/docs/P080000867_,3,1,1,1,http://www.minfin.kz,Treasury,http://www.minfin.gov.kz/irj/portal/anonymous?NavigationTarget=ROLES://portal_content/mf/kz.ecc.roles/kz.ecc.anonymous/kz.ecc.anonymous/kz.ecc.anonym_about_mininstry/about_ministry/structure_fldr/committees_fldr,http://kgd.gov.kz/ru,http://kgd.gov.kz/ru,http://cabinet.salyk.kz/sonowebinfo/,http://egov.kz/wps/portal/ContentOnline?contentPath=/EgovContent/e_services/citizenryservices,http://egov.kz/wps/portal/EDSRegistration?lang=en,"838,000",e-kyzmet,e-kyzmet,Public Procurement Website,"Ministry of Finance, State Borrowing Department",http://www.minfin.kz,,ECA,C,0,1,2,1,1,0,civil,2,0,2,1,0.52,1,1,1,2,1,2,1,1,0,1,0.52,0.44,34,KAZ,0.63,0.85,0.53,0.77,0.01,0.06,0.01,0.02,0.09,0.07,-0.07,-0.10,-0.14,0.03,0.03,-0.01,-0.05,0.05,0.01,0.09,0.05,0.01,0.03,0.14,-0.01,0.07,0.12,0.01,0.11,0.12,-0.06,-0.04,-0.04,0.10,-0.05,-0.03,-0.02,0.03,-0.06,0.02,0.03,0.07,0.02,-0.03,0.10,0.12,0.07,0.03,0.08,0.13,0.10,0.00,0.70,KAZ,B,B,0.697,Yes,0.838,0.739,-,KAZ,KAZ,KAZ,KAZ,KAZ,KAZ,0.51,0.51
B,88,0.33,LMIC,http://www.president.go.ke,116,https://ict.go.ke/,3,1,0,-,http://www.treasury.go.ke,IFMIS,http://www.treasury.go.ke/,http://www.revenue.go.ke,http://www.kra.go.ke,https://mapato1.kra.go.ke/itms/,-,http://www.govca.go.ke/index.html,"712,000",GHRIS,GHRIS,PPOA Website,Ministry of Finance,http://www.treasury.go.ke,2013,AFR,C,0,2,2,0,0,0,common + customary + religious,2,0,2,0,0.45,2,2,1,2,0,1,1,2,0,1,0.42,0.34,28,KEN,0.67,0.62,0.28,0.69,0.05,0.20,0.09,-0.11,-0.07,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,-0.07,-0.03,0.03,0.05,0.01,0.00,-0.10,-0.01,0.01,0.12,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,0.03,0.07,0.02,-0.03,0.10,0.12,0.02,0.03,-0.04,0.01,0.10,0.11,0.56,KEN,B,B,0.551,-,0.533,0.576,-,KEN,KEN,KEN,KEN,KEN,KEN,0.33,0.33
