Year,Economy,Economy Label,Partner,Partner Label,Flow,Flow Label,Category,Category Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,Growth rate (over previous period),Growth rate (over previous period) Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of total trade in services,Percentage of total trade in services Footnote
2005,3210,"UNASUR (Union of South American Nations)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",674.71,,,,0.056097,,18.40246,
2005,3211,"ACS (Association of Caribbean States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8363.454,,,,0.695355,,15.48361,
2005,324,"Guinea",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",61.03,"Estimated",,,,,21.18656,"Estimated"
2005,324,"Guinea",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2.77,"Estimated",,,0.00023,"Estimated",3.34178,"Estimated"
2005,328,"Guyana",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",89.745,"Estimated",,,,,44.67348,"Estimated"
2005,328,"Guyana",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",105.162,"Estimated",,,0.008743,"Estimated",71.1198,"Estimated"
2005,3301,"ASEAN (Association of Southeast Asian Nations)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",36518.955,,,,3.036262,,32.21151,
2005,3302,"APTA (Asia-Pacific Trade Agreement)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",68133.501,,,,5.664762,,36.82221,
2005,3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",7892.85,"Estimated",,,0.656228,"Estimated",27.91574,"Estimated"
2005,3304,"SAARC (South Asian Association for Regional Cooperation)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",38942.539,,,,3.237764,,65.21433,
2005,3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",110512.235,,,,9.188219,,32.0697,
2005,3306,"ECO (Economic Cooperation Organization)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3571.353,"Estimated",,,0.29693,"Estimated",8.52729,"Estimated"
2005,3307,"African Union",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",10879.724,,,,0.904563,,17.7258,
2005,3310,"ADB (African Development Bank), developing member countries",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",78373.541,,,,6.51614,,36.65303,
2005,3311,"ADB: Group A",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",492.387,,,,0.040938,,15.33283,
2005,3312,"ADB: Group B",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",38918.569,,,,3.235771,,66.28142,
2005,3313,"ADB: Group C",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",38962.586,,,,3.239431,,25.65065,
2005,332,"Haiti",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",25.81,,,,,,4.74126,
2005,332,"Haiti",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",13.74,"Estimated",,,0.001142,"Estimated",9.4459,"Estimated"
2005,3320,"ECA (Economic Commission for Africa)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",10896.424,,,,0.905952,,17.71058,
2005,3321,"ECA: North Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5584.732,,,,0.464326,,17.98564,
2005,3322,"ECA: East Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",780.404,,,,0.064884,,12.91799,
2005,3323,"ECA: Central Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",654.807,,,,0.054442,,34.88363,
2005,3324,"ECA: Southern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2858.538,,,,0.237665,,17.40451,
2005,3325,"ECA: West Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1017.943,,,,0.084634,,16.60206,
2005,3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",22007.99,,,,1.82979,,23.57385,
2005,3331,"ECLAC: Caribbean",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3258.644,,,,0.270931,,23.33364,
2005,3332,"ECLAC: Latin America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",18749.346,,,,1.55886,,23.61611,
2005,3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",186027.171,,,,15.466689,,32.44037,
2005,3341,"ESCAP: Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",10879.724,,,,0.904563,,17.7258,
2005,3342,"ESCAP: Latin America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",22007.99,,,,1.82979,,23.57385,
2005,3343,"ESCAP: Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",718783.031,,,,59.761127,,50.32535,
2005,3344,"ESCAP: East and North-East Asia (ENEA)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",90376.712,,,,7.514109,,31.51183,
2005,3345,"ESCAP: North and Central Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9303.222,,,,0.773489,,26.33908,
2005,3346,"ESCAP: South and South-West Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",40502.824,,,,3.36749,,43.76995,
2005,3347,"ESCAP: Pacific",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9325.458,,,,0.775338,,20.5353,
2005,3348,"ESCAP: Pacific island developing economies (PIDE)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",98306.472,,,,8.173406,,31.14435,
2005,3349,"ESCAP: Other area",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",23621.578,,,,1.963947,,37.63716,
2005,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",98306.472,,,,8.173406,,31.14435,
2005,3355,"UNECE (Economic Commission for Europe)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",973995.797,,,,80.980051,,49.98422,
2005,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",10649.952,,,,0.885459,,21.93542,
2005,3361,"UNECE: West Balkans",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2728.434,"Estimated",,,0.226848,"Estimated",19.5758,"Estimated"
2005,3370,"ESCWA (Economic and Social Commission for Western Asia)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",17843.31,,,,1.48353,,24.1747,
2005,3371,"ESCWA: Arab countries",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",19145.064,,,,1.591761,,24.94309,
2005,340,"Honduras",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",104.367,,,,,,11.22902,
2005,340,"Honduras",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",170.473,"Estimated",,,0.014173,"Estimated",9.61035,"Estimated"
2005,3401,"EFTA (European Free Trade Association)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",53892.537,,,,4.480738,,54.76306,
2005,3402,"EU25 (European Union 2004 … 2007)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",658063.691,,,,54.712794,,51.07105,
2005,3404,"EU15 (European Union 1995 … 2004)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",637581.696,,,,53.009878,,52.49897,
2005,3406,"Euro area",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",440345.314,,,,36.611232,,48.12361,
2005,3408,"EU27 (European Union 2007 … 2013)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",660772.532,,,,54.938013,,50.72871,
2005,3412,"European Union (2020 …)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",485661.875,,,,40.378946,,45.62101,
2005,344,"China, Hong Kong SAR",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",9173.324,,,,,,16.30962,
2005,344,"China, Hong Kong SAR",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",15999.314,,,,1.330217,,33.77285,
2005,348,"Hungary",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",6686.147,,,,,,56.8446,
2005,348,"Hungary",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4858.135,,,,0.403916,,37.0163,
2005,3501,"MSG (Melanesian Spearhead Group)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",335.045,"Estimated",,,0.027856,"Estimated",23.70662,"Estimated"
2005,356,"India",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",20266.265,,,,,,33.42305,"Estimated"
2005,356,"India",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",37364.096,,,,3.106529,,71.60754,
2005,360,"Indonesia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",9963.755,,,,,,44.88825,
2005,360,"Indonesia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4688.693,,,,0.389828,,36.07464,
2005,3601,"Northern America and Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",961306.833,,,,79.925064,,50.67263,
2005,3602,"Central and Southern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",40162.175,,,,3.339167,,57.971,
2005,3603,"Eastern and South-Eastern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",133725.596,,,,11.118226,,31.96792,
2005,3604,"Western Asia and Northern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",30881.594,,,,2.56756,,25.01257,
2005,364,"Iran (Islamic Republic of)",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1342.335,,,,,,12.38202,"Estimated"
2005,364,"Iran (Islamic Republic of)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",286.285,,,,0.023802,,5.72685,
2005,368,"Iraq",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1631,,,,,,26.76183,
2005,368,"Iraq",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3.3,,,,0.000274,,0.92905,
2005,376,"Israel",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",6147.6,,,,,,42.87926,
2005,376,"Israel",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",10084.3,,,,0.83843,,58.12779,
2005,380,"Italy",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",46143.041,,,,,,48.6816,"Estimated"
2005,380,"Italy",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",36598.884,,,,3.042908,,39.76337,"Estimated"
2005,384,"Côte d'Ivoire",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",526.822,,,,,,23.18461,
2005,384,"Côte d'Ivoire",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",402.257,,,,0.033444,,43.03062,
2005,388,"Jamaica",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",702.932,,,,,,40.81997,
2005,388,"Jamaica",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",269.671,,,,0.022421,,11.57551,
2005,3901,"APEC (Asia-Pacific Economic Cooperation)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",388955.58,,,,32.338582,,41.15865,
2005,3903,"CIS (Commonwealth of Independent States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9407.602,,,,0.782168,,26.16247,
2005,3905,"OECD (Organisation for Economic Cooperation and Development)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1022987.081,,,,85.053289,,49.18726,
2005,3906,"OPEC (Organization of the Petroleum Exporting Countries)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8409.518,,,,0.699185,,24.6682,
2005,3907,"ACP (African, Caribbean and Pacific Group of States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9288.216,,,,0.772242,,16.95669,
2005,3908,"LAS (League of Arab States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",19145.064,,,,1.591761,,24.94309,
2005,3909,"OIC (Organisation of Islamic Cooperation)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",33746.963,,,,2.805793,,20.82314,
2005,3910,"OAS (Organization of American States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",254887.511,,,,21.191882,,48.2339,
2005,3912,"G7 (Group of Seven)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",643636.928,,,,53.513323,,53.46139,
2005,3913,"G8 (Group of Eight)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",651566.688,,,,54.17262,,52.8537,
2005,3916,"G20 (Group of Twenty)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1047481.969,,,,87.089845,,47.66078,
2005,3919,"G-77 (Group of 77)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",136809.825,,,,11.374655,,30.98575,
2005,392,"Japan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",48892.1,,,,,,35.16656,
2005,392,"Japan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",43924.2,,,,3.65195,,43.05079,
2005,3921,"GSTP (Global System of Trade Preferences among Developing Countries)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",111410.43,,,,9.262897,,34.10518,
2005,3922,"GSTP: Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",6241.463,,,,0.518928,,16.8275,
2005,3923,"GSTP: Latin America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",17069.998,,,,1.419235,,27.01897,
2005,3924,"GSTP: Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",88098.969,,,,7.324733,,38.91323,
2005,3932,"TPP (Trans-Pacific Partnership)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",110809.23,,,,9.212912,,36.79693,
2005,3940,"ACP: Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5367.218,,,,0.446242,,17.48253,
2005,3941,"ACP: Western Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1056.769,,,,0.087862,,17.0145,
2005,3942,"ACP: Eastern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1231.02,,,,0.10235,,13.70818,
2005,3943,"ACP: Central Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",720.757,,,,0.059925,,35.09134,
2005,3944,"ACP: Southern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2341.973,,,,0.194717,,17.5978,
2005,3945,"ACP: Caribbean",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3565.154,,,,0.296414,,15.86289,
2005,3946,"ACP: Pacific",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",355.844,,,,0.029586,,22.22861,
2005,3947,"ACP: LDCs",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1464.913,,,,0.121796,,18.19887,
2005,3948,"ACP: LLDCs",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",821.077,,,,0.068266,,19.01255,
2005,3949,"ACP: islands states",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4198.067,,,,0.349036,,16.01827,
2005,3950,"ACP: Northern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",16.7,"Estimated",,,0.001388,"Estimated",11.35853,"Estimated"
2005,398,"Kazakhstan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3495.041,,,,,,46.46857,
2005,398,"Kazakhstan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",271.988,,,,0.022614,,13.03047,
2005,400,"Jordan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",538.082,"Estimated",,,,,21.16741,"Estimated"
2005,400,"Jordan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",328.632,"Estimated",,,0.027323,"Estimated",13.62256,"Estimated"
2005,404,"Kenya",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",402.808,,,,,,34.95809,
2005,404,"Kenya",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",205.537,,,,0.017089,,10.91675,
2005,410,"Korea, Republic of",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",19365.972,,,,,,32.35178,
2005,410,"Korea, Republic of",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",12721.351,,,,1.05768,,25.07643,
2005,414,"Kuwait",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",223.634,"Estimated",,,,,2.56616,"Estimated"
2005,414,"Kuwait",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1415.065,"Estimated",,,0.117652,"Estimated",29.63699,"Estimated"
2005,417,"Kyrgyzstan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",78.509,,,,,,27.04804,
2005,417,"Kyrgyzstan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",74.305,,,,0.006178,,28.64314,
2005,418,"Lao People's Dem. Rep.",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",-7.156,"Estimated",,,,,-18.36376,"Estimated"
2005,418,"Lao People's Dem. Rep.",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8.79,"Estimated",,,0.000731,"Estimated",4.30364,"Estimated"
2005,422,"Lebanon",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3638.547,"Estimated",,,,,46.11482,"Estimated"
2005,422,"Lebanon",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4869.901,"Estimated",,,0.404894,"Estimated",44.82563,"Estimated"
2005,426,"Lesotho",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",49.985,,,,,,13.59716,
2005,426,"Lesotho",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1.785,"Estimated",,,0.000148,"Estimated",5.28383,"Estimated"
2005,428,"Latvia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",470.836,,,,,,29.37665,
2005,428,"Latvia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",646.344,,,,0.053738,,26.19301,
2005,430,"Liberia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3.513,"Estimated",,,,,0.41065,"Estimated"
2005,434,"Libya",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",277.175,,,,,,11.7997,
2005,434,"Libya",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",53,,,,0.004407,,9.92509,
2005,440,"Lithuania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",333.857,,,,,,16.114,
2005,440,"Lithuania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",282.032,"Estimated",,,0.023449,"Estimated",9.28214,"Estimated"
